caldt,vwretd
3/11/1976,0.009362
3/12/1976,-0.009891
3/15/1976,-0.010509
3/16/1976,0.011655
3/17/1976,-0.001303
3/18/1976,-0.00364
3/19/1976,0.00144
3/22/1976,0.000947
3/23/1976,0.015373
3/24/1976,0.011723
3/25/1976,-0.005993
3/26/1976,0.000591
3/29/1976,-0.004264
3/30/1976,-0.004275
3/31/1976,0.007619
4/1/1976,-0.004659
4/2/1976,0.000156
4/5/1976,0.012465
4/6/1976,-0.000999
4/7/1976,-0.011745
4/8/1976,-0.009171
4/9/1976,-0.008897
4/12/1976,-0.001782
4/13/1976,0.008524
4/14/1976,-0.007265
4/15/1976,0.003489
4/19/1976,0.007268
4/20/1976,0.014903
4/21/1976,0.003963
4/22/1976,-0.002879
4/23/1976,-0.006623
4/26/1976,0.001221
4/27/1976,-0.005112
4/28/1976,0.002636
4/29/1976,-0.000319
4/30/1976,-0.004314
5/3/1976,-0.007041
5/4/1976,0.006561
5/5/1976,-0.005403
5/6/1976,0.003262
5/7/1976,0.007796
5/10/1976,0.01306
5/11/1976,-0.001269
5/12/1976,-0.001694
5/13/1976,-0.005729
5/14/1976,-0.008333
5/17/1976,-0.002084
5/18/1976,0.00158
5/19/1976,-0.000069
5/20/1976,0.007348
5/21/1976,-0.006525
5/24/1976,-0.017068
5/25/1976,0.000791
5/26/1976,-0.001121
5/27/1976,0.000347
5/28/1976,0.007908
6/1/1976,-0.002623
6/2/1976,0.003441
6/3/1976,-0.000786
6/4/1976,-0.009525
6/7/1976,-0.004963
6/8/1976,0.00196
6/9/1976,-0.00041
6/10/1976,0.008719
6/11/1976,0.013231
6/14/1976,0.010677
6/15/1976,-0.00499
6/16/1976,0.005409
6/17/1976,0.016002
6/18/1976,0.001257
6/21/1976,0.004917
6/22/1976,-0.007276
6/23/1976,-0.001949
6/24/1976,0.005544
6/25/1976,-0.000913
6/28/1976,-0.002633
6/29/1976,0.003877
6/30/1976,0.004657
7/1/1976,-0.006649
7/2/1976,0.004927
7/6/1976,-0.005659
7/7/1976,0.002661
7/8/1976,0.001823
7/9/1976,0.009634
7/12/1976,0.008494
7/13/1976,-0.002086
7/14/1976,0.002161
7/15/1976,-0.006801
7/16/1976,-0.004791
7/19/1976,-0.002911
7/20/1976,-0.005852
7/21/1976,0.000566
7/22/1976,0.001466
7/23/1976,0.001279
7/26/1976,0.000019
7/27/1976,-0.005249
7/28/1976,-0.003546
7/29/1976,-0.001376
7/30/1976,0.004898
8/2/1976,-0.001526
8/3/1976,0.009993
8/4/1976,0.002254
8/5/1976,-0.004772
8/6/1976,0.00011
8/9/1976,-0.001777
8/10/1976,0.008888
8/11/1976,-0.002806
8/12/1976,0.001198
8/13/1976,0.000683
8/16/1976,0.001911
8/17/1976,0.00366
8/18/1976,-0.001916
8/19/1976,-0.011236
8/20/1976,-0.009645
8/23/1976,-0.003489
